2023-02-21 10:47:52,325 [ 1] INFO  Unity: LoadingManager start
2023-02-21 10:47:55,350 [ 1] INFO  Unity: DataManager > DataManager()
2023-02-21 10:48:01,928 [ 1] INFO  Unity: UserLoginRequest::user :user001 psw:12345
2023-02-21 10:48:01,930 [ 1] INFO  Unity: ConnectToServer() Start 
2023-02-21 10:48:01,933 [ 1] INFO  Unity: DoConnect
2023-02-21 10:48:01,934 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2023-02-21 10:48:01,937 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2023-02-21 10:48:01,941 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2023-02-21 10:48:02,302 [ 1] INFO  Unity: OnLogin:Success [None]
2023-02-21 10:48:02,303 [ 1] INFO  Unity: LoadLevel: CharSelect
2023-02-21 10:48:02,454 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-02-21 10:48:02,922 [ 1] INFO  Unity: Select Char:[1]TestCharacter001[Wizard]
2023-02-21 10:48:03,468 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0
2023-02-21 10:48:03,484 [ 1] INFO  Unity: OnGameEnter:Success [None]
2023-02-21 10:48:03,485 [ 1] INFO  Unity: MapService: OnMapCharacterEnter:Map:1 Count:1
2023-02-21 10:48:03,486 [ 1] INFO  Unity: CharacterManager:AddCharacter:ID:1Name:TestCharacter001MapID:1 Entity:(1:pos:(5000,4000,820),dir:(100,0,0),spd:0
2023-02-21 10:48:03,488 [ 1] INFO  Unity: LoadLevel: MainCity
2023-02-21 10:48:03,866 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2023-02-21 10:48:03,866 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2023-02-21 10:48:03,949 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-02-21 10:48:03,950 [ 1] INFO  Unity: GameObjectManager的OnStart被调用了
2023-02-21 10:48:03,950 [ 1] INFO  Unity: IEnumerator InitGameObjects被调用了
2023-02-21 10:48:03,951 [ 1] INFO  Unity: 收到character信息,ID:1,Name:TestCharacter001
2023-02-21 10:48:03,952 [ 1] INFO  Unity: GameObjectManager创建角色物体，目前共有0
2023-02-21 10:48:03,954 [ 1] INFO  Unity: GameObjectManager创建角色物体完毕，目前共有1
2023-02-21 10:48:03,954 [ 1] INFO  Unity: 传送门3号初始化完成
2023-02-21 10:48:03,954 [ 1] INFO  Unity: 传送门2号初始化完成
2023-02-21 10:48:03,954 [ 1] INFO  Unity: 传送门1号初始化完成
2023-02-21 10:48:03,956 [ 1] INFO  Unity: 传送门4号初始化完成
2023-02-21 10:48:04,368 [ 1] INFO  Unity: MoveForward
2023-02-21 10:48:04,373 [ 1] INFO  Unity: MapService-SendMapEntitySync: nEntitySync ID:1
2023-02-21 10:48:04,639 [ 1] INFO  Unity: SetDirection:(98, -19, 0)
2023-02-21 10:48:04,640 [ 1] INFO  Unity: MapService-SendMapEntitySync: nEntitySync ID:1
2023-02-21 10:48:04,735 [ 1] INFO  Unity: SetDirection:(93, -36, 0)
2023-02-21 10:48:04,735 [ 1] INFO  Unity: MapService-SendMapEntitySync: nEntitySync ID:1
2023-02-21 10:48:04,817 [ 1] INFO  Unity: SetDirection:(85, -52, 0)
2023-02-21 10:48:04,818 [ 1] INFO  Unity: MapService-SendMapEntitySync: nEntitySync ID:1
2023-02-21 10:48:04,920 [ 1] INFO  Unity: SetDirection:(73, -69, 0)
2023-02-21 10:48:04,920 [ 1] INFO  Unity: MapService-SendMapEntitySync: nEntitySync ID:1
2023-02-21 10:48:05,022 [ 1] INFO  Unity: SetDirection:(57, -82, 0)
2023-02-21 10:48:05,023 [ 1] INFO  Unity: MapService-SendMapEntitySync: nEntitySync ID:1
2023-02-21 10:48:05,104 [ 1] INFO  Unity: SetDirection:(42, -91, 0)
2023-02-21 10:48:05,105 [ 1] INFO  Unity: MapService-SendMapEntitySync: nEntitySync ID:1
